,gene_symbol,log2fold.CC_vs_HC,p.CC_vs_HC,p.adj.CC_vs_HC,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,HC_13,HC_14,mean
ENSG00000114383,TUSC2,0.207919185,0.003454926,0.024761726,0,0,2.8,0,0,0,0.77,1.91,2.21,0,0,1.58,1.12,0,0,2.2,0,0.68,2.4,1.6,5.78,0,1,0.79,0,0,0,2.69,2.23452381
ENSG00000114391,RPL24,0.020167075,0.932890103,0.967026832,3337.7,3067.87,3089.7,3344.93,3633.09,2630.03,2868.36,3317.2,2873.91,3066.86,3313.94,2709.48,3175.65,3340.36,3245.76,3049.95,3374.18,3040.57,3777.55,3179.83,3817.67,2884.04,2245.33,3493.45,3325.27,2825.16,3053.3,3379.34,3133.650238
ENSG00000114395,CYB561D2,0.0620445,0.524112731,0.692362289,1475.88,3488.26,1851.21,2114.65,1411.57,1196.52,2555.72,1346.78,3955.77,2333.76,3422.73,1060.02,2230.78,2915.68,2156.49,3351.2,3653.32,4502.3,3795.13,4089.39,3907.85,4117.03,3601.75,4046.25,3622.69,3160.87,2349.13,3123.46,2722.624762
ENSG00000023734,STRAP,0.069869029,0.4483905,0.626817561,73.51,132.62,107.41,59.01,59.52,66.29,108.57,66.96,84.07,73.8,98.26,79.22,77.15,99.32,108,140.73,90.79,113.7,114.33,98.57,79.78,134.31,117.38,146.84,145.64,135.37,147.06,103.25,99.05261905
ENSG00000114405,C3orf14,0.451338663,0.077624013,0.198119086,1.41,6.67,16.81,8.85,0,1.66,3.85,0,0,0.82,2.34,4.75,3.35,2.28,5.81,5.5,5.42,1.36,5.6,4.81,5.78,6.06,14.05,9.42,3.83,6.77,10.37,4.49,4.381904762
ENSG00000175643,RMI2,0.020371843,0.957682338,0.979462858,15.55,34.2,12.14,33.93,13.82,14.09,27.72,11.48,29.87,13.12,17.55,23.77,11.18,23.97,56.9,20.89,9.49,21.11,31.18,10.42,10.41,28.27,10.03,23.56,17.63,54.82,24.51,20.65,23.78238095
ENSG00000114450,GNB4,0.000607215,0.997389207,0.998446186,1355.72,779.06,1489.74,1526.06,1124.58,2538.89,1216.64,1398.43,1268.81,1638.39,1330.02,2129.55,1052.21,1162.16,1247.21,957.64,1005.48,1269.06,1252.79,1123.52,1163.11,1102.72,925.02,1223.38,1117.62,1124.92,1134.97,1081.85,1332.178095
ENSG00000114480,GBE1,0.15203891,0.360595636,0.546093901,24.03,16.68,27.09,34.67,13.82,43.92,30.03,44.96,22.12,18.04,16.38,39.61,26.84,9.13,20.9,15.39,13.55,16.34,13.59,14.42,23.12,17.17,21.07,23.56,31.43,23.01,14.14,29.63,25.80357143
ENSG00000175662,TOM1L2,0.015045063,0.898965322,0.948285828,1.41,6.67,1.87,8.85,2.13,3.31,6.16,1.91,9.96,1.64,11.7,3.17,2.24,4.57,9.29,9.9,14.91,8.85,4.8,3.21,2.31,10.1,5.02,3.93,8.43,6.77,8.48,10.77,6.025952381
ENSG00000114541,FRMD4B,0.146961815,0.459195775,0.636728655,802.97,783.23,723.86,626.94,804.64,604.06,625.26,652.34,773.23,750.31,691.33,619.54,767.08,1049.14,821.02,935.65,856.42,697.85,768.3,782.94,865.97,1005.78,816.66,910.86,890.72,807.48,808.81,817.9,782.9064286
ENSG00000243389,AC012442.3,0.849368927,0.006386116,0.036801778,257.29,477.95,393.22,297.98,276.36,251.07,406.57,296.52,528.76,571.55,474.92,250.35,448.39,569.66,397.16,725.65,733.1,684.23,658.77,556.15,578.08,691.73,778.54,755.38,687.59,603.75,608.96,516.24,463.207381
ENSG00000114626,ABTB1,0.57300415,0.003224589,0.023687901,262.94,140.97,159.72,169.64,154.12,110.21,141.69,162.61,169.25,115.62,127.5,109.33,167.73,122.15,118.45,126.44,191.07,289.35,107.93,160.27,186.14,187.83,253.83,132.7,81.25,213.88,196.07,160.71,170.0992857
ENSG00000070770,CSNK2A2,0.075964808,0.190593965,0.360217781,62.2,39.2,40.16,40.57,32.95,21.54,32.34,24.87,57.52,72.16,57.32,23.77,36.9,84.48,51.1,63.77,62.33,70.13,58.36,42.47,43.93,76.75,84.27,73.03,76.65,56.86,60.33,36.81,53.01952381
ENSG00000003756,RBM5,0.011542851,0.900935632,0.949630432,2848.56,2519.02,2335.96,2278.39,7417.12,2654.06,2594.23,2420.95,2607.31,2605.19,2690.46,2763.35,3087.31,3021.85,3036.73,2695.91,2844.34,2385.61,2705.44,2705.42,3345.96,2750.74,2713.85,2491.51,2239.84,2269.47,2412.29,2566.82,2928.664048
ENSG00000023892,DEF6,0.375139678,0.002410586,0.019622078,60.79,24.19,127.03,67.86,79.72,149.15,82.39,89.91,47.57,91.84,77.2,45.95,82.75,47.95,63.87,63.77,50.14,56.51,63.16,65.71,49.72,56.55,43.14,96.58,77.42,65.65,87.67,63.74,75.73452381
ENSG00000114648,KLHL18,0.26032479,0.006395287,0.036819466,132.89,254.4,166.25,165.22,148.81,118.49,213.3,132,240.05,219.76,204.71,110.91,169.96,254.58,229.93,285.86,256.11,260.76,259.83,272.47,255.51,287.8,262.86,281.11,267.52,244.34,262.06,232.53,203.2216667
ENSG00000114650,SCAP,0.080629237,0.580703929,0.735651694,4.24,4.17,3.74,0,2.13,1.66,5.39,2.87,1.11,4.1,3.51,1.58,2.24,5.71,3.48,5.5,5.42,3.4,0,0,2.31,14.14,1,3.14,3.83,2.03,3.77,0.9,3.080238095
ENSG00000114656,KIAA1257,0.489226905,0.017255261,0.071930442,175.3,391.2,287.67,206.52,208.33,128.44,257.96,188.43,438.06,250.1,338.06,221.83,315.33,392.71,389.03,391.41,574.56,421.43,440.51,453.57,391.94,518.04,491.6,506.47,501.32,475.82,438.34,428.25,322.1659524
ENSG00000175701,MTLN,0.137443049,0.439496946,0.619158965,18649.25,13802.9,22461.98,21820.6,21508.36,21318.69,22290.78,32635.42,11662.67,15677.86,18202.69,20924.77,16323.29,16012.26,16889.58,14139.26,14824.69,13948.09,17602.17,12063.81,17791.14,11887.57,10308.63,14860.33,18144.87,19199.43,16093.22,21349.8,18056.55405
ENSG00000114698,PLSCR4,0.064308672,0.851912536,0.919781525,1972.08,1360.44,1670.01,1826.25,1922.84,1694.52,1843.45,2043.12,2348.46,1575.25,1934.79,1928.32,1578.88,1535.47,1573.53,1283.09,1870.03,1906.99,1726.88,2211.78,1841.78,1325.89,1097.58,1635.62,1530.02,1488.39,1391.38,1847.68,1757.353095
ENSG00000023902,PLEKHO1,0.290226036,0.053371059,0.153899374,4.24,13.35,9.34,42.78,4.25,6.63,16.94,9.57,2.21,4.1,1.17,7.92,4.47,4.57,11.61,14.29,6.78,8.85,10.39,3.21,4.62,13.13,4.01,8.64,5.37,8.12,13.2,12.57,8.474285714
ENSG00000114737,CISH,0.158179381,0.333428839,0.519894345,8933.04,5702,7608.44,5610.04,10720.7,5006.51,5625.06,8248.05,5721.27,6637.2,5795.01,6566.13,8264.52,6526.6,7398.48,4618.9,6461.07,4594.22,6583.72,4733.69,7976.41,5425.75,3264.65,5398.4,5141.98,5778.24,4636.98,7293.77,7035.755952
ENSG00000114738,MAPKAPK3,0.444279591,0.000163734,0.003742762,704.01,596.39,603.37,691.85,644.13,713.44,581.37,621.74,654.87,716.69,615.3,784.32,683.21,660.99,653.8,655.29,546.1,683.55,534.85,599.42,543.4,640.22,697.27,625.04,538.11,527.26,616.5,553.95,655.8742857
ENSG00000114745,GORASP1,0.264434854,0.007641061,0.041655181,1.41,0.83,2.8,1.48,2.13,2.49,2.31,2.87,5.53,1.64,4.68,1.58,1.12,1.14,0,1.1,2.71,2.72,3.2,2.4,1.16,1.01,0,1.57,3.83,0.68,0,1.8,2.257857143
ENSG00000114784,EIF1B,0.664755967,0.000447452,0.006818136,6614.6,4705.23,4694.33,4296.41,13217.52,7426.08,4199.73,5112.59,3546.48,4357.56,4612.38,6382.32,6151.14,5411.24,5303.54,4156.02,4414.89,3316.3,4532.26,3446.69,5139.17,3476.8,3118.17,3389.02,3437.19,3314.52,3162.65,3713.32,5448.17881
ENSG00000175711,B3GNTL1,0.331978141,0.071680486,0.188109031,1723.27,1805.02,1367.39,1721.51,1740.01,1629.06,1834.21,1592.6,2313.06,1871.27,1811.96,1609.84,1426.81,1767.22,1811.59,1906.49,2174.92,2162.98,1877.98,2064.33,1751.6,1706.59,1890.17,1959.13,1823.61,1618.34,1775.04,1762.39,1729.263333
ENSG00000114850,SSR3,0.017151473,0.866951835,0.929472015,67.86,154.31,154.11,112.11,175.38,125.12,142.46,114.78,149.34,157.44,121.66,64.96,134.18,89.05,104.51,175.92,159.9,196.76,158.3,114.6,135.27,123.2,192.63,220.65,172.47,134.69,150.83,122.1,128.4940476
ENSG00000243404,RPL35AP32,0.272534824,0.153903221,0.313796525,2.83,7.51,1.87,1.48,0,1.66,3.08,3.83,1.11,0,2.34,1.58,1.12,1.14,0,5.5,1.36,0,0,4.01,1.16,2.02,0,2.36,1.53,6.77,5.66,3.59,2.248809524
ENSG00000114853,ZBTB47,0.669889099,0.000206414,0.004311646,1.41,2.5,1.87,0,0,0.83,1.54,1.91,0,0,1.17,1.58,0,0,4.65,0,0,0.68,0.8,1.6,0,1.01,1,0.79,0,1.35,0.94,0.9,0.915714286
ENSG00000114867,EIF4G1,0.092095211,0.372723945,0.558845109,8.48,9.18,10.27,8.11,11.69,7.46,7.7,0.96,2.21,16.4,4.68,9.51,12.3,14.84,8.13,7.7,2.71,9.53,6.4,8.82,0,8.08,4.01,12.56,3.83,2.71,11.31,11.67,7.913095238
ENSG00000114902,SPCS1,0.092653377,0.216876528,0.390972493,429.76,35.87,28.02,27.29,56.34,1299.27,28.49,53.56,147.12,30.34,201.2,25.35,22.36,422.4,54.58,480.47,222.23,21.11,46.37,332.57,58.96,437.25,34.11,117,45.99,418.97,389.32,76.31,225.8545238
ENSG00000175727,MLXIP,0.286451211,0.058706115,0.16436154,4.24,8.34,10.27,5.9,10.63,2.49,3.08,2.87,6.64,6.56,3.51,1.58,2.24,1.14,1.16,5.5,2.71,4.08,2.4,6.41,2.31,7.07,5.02,2.36,3.83,8.12,3.77,5.39,5.553809524
ENSG00000243406,MRPS31P5,-1.152659656,0.000310165,0.005494264,1075.81,1569.8,1258.11,1336.5,2000.43,1448.42,1774.92,1816.43,1547.57,1072.58,1294.93,1150.34,1260.2,1333.4,1766.3,1460.1,1402.52,1190.08,1108.88,1395.18,1241.73,1313.77,1186.87,1095.38,1442.64,1277.21,1340.47,1448.16,1442.844524
ENSG00000114956,DGUOK,0.243518823,0.001755971,0.01615173,113.09,57.55,98.07,85.56,102.04,165.72,69.3,98.52,172.57,81.18,138.03,117.25,77.15,100.46,99.87,129.74,119.25,179.74,98.34,117,129.49,92.9,143.47,146.84,128.01,92.73,99.92,83.5,111.0921429
ENSG00000024422,EHD2,0.539904988,0.136906709,0.290605871,624.85,563.03,433.38,459.51,486.82,845.19,535.94,414.17,610.62,523.17,618.8,868.3,527.78,663.28,704.89,581.62,574.56,660.4,502.07,622.66,563.05,679.61,632.06,453.86,415.47,467.02,380.84,411.19,574.1061905
ENSG00000114978,MOB1A,0.179045519,0.198472519,0.36942186,373.21,294.44,163.45,195.46,224.28,361.28,140.92,107.13,304.21,172.2,308.82,396.12,299.67,343.63,341.41,297.96,265.6,330.88,267.83,318.94,241.64,433.21,529.73,133.49,140.28,181.39,143.29,79.9,311.2661905
ENSG00000114988,LMAN2L,0.244705589,0.003212151,0.023619893,43.82,209.36,14.94,73.02,378.4,196.38,174.03,211.39,88.5,109.06,29.24,240.84,86.1,113.02,44.13,207.8,52.85,16.34,29.58,132.23,15.03,29.28,13.04,38.48,83.55,33.84,56.56,27.83,125.2402381
ENSG00000243414,TICAM2,0.565849215,0.096659823,0.230188252,10707.2,6906.46,9350.36,9273.61,12765.77,11024.77,9054.76,11662.82,6134.99,6484.68,8057.33,11375.05,7860.85,7065.44,8670.08,6090,7264.64,5650.86,7337.63,5208.1,9280.57,5642.86,3826.48,5127.5,6081,6235.11,4894.33,7357.51,8532.736905
ENSG00000243417,AC023424.2,0.371466565,0.11271774,0.254528333,1273.72,2207.9,1263.71,1443.45,1423.26,1026.66,1252.07,1085.65,1753.33,1471.93,1713.7,996.64,1772.33,2202.17,2024.1,2154.97,2431.03,2052.01,2085.05,2188.54,2527.39,2976.94,2480.09,2187.63,2301.17,2200.43,1678.89,2279.53,1825.239762
ENSG00000115091,ACTR3,0.129987251,0.40765591,0.591760224,125.82,198.52,236.3,236.03,172.19,251.07,208.68,212.35,186.95,170.56,170.79,144.19,156.55,205.49,191.61,252.88,161.26,190.63,207.07,238.81,210.42,219.13,204.67,219.08,235.33,177.33,205.5,192.13,195.2869048
ENSG00000115128,SF3B6,0.383937806,0.153239697,0.312800919,217.71,243.56,177.46,207.26,273.17,208.81,160.94,220,196.9,186.14,190.67,164.79,235.94,220.33,203.22,271.57,180.23,191.31,217.46,173.9,276.32,245.39,230.75,215.15,215.4,238.93,197.02,210.98,228.062619
ENSG00000115129,TP53I3,1.040045241,9.13E-07,0.000185821,4.24,43.37,8.41,2.21,2.13,6.63,25.41,5.74,9.96,1.64,35.09,15.84,19.01,17.12,15.1,16.49,5.42,18.38,2.4,14.42,10.41,11.11,30.1,7.07,13.03,24.37,5.66,9.88,12.83904762
ENSG00000115138,POMC,0.600306148,0.021967643,0.084684899,286.98,276.09,202.68,223.49,213.65,253.56,179.42,186.52,347.35,267.32,230.44,278.87,265.01,286.54,247.35,253.98,249.34,258.03,277.42,272.47,218.52,357.48,439.43,238.71,273.66,299.17,204.56,210.98,272.2252381
ENSG00000024862,CCDC28A,0.22644474,0.097717646,0.231874582,2584.21,2228.75,2163.16,1992.94,2467.06,1848.65,2846.02,1984.77,2008.86,2293.58,2231.91,1414.95,2229.66,2116.55,1902.17,1992.25,2567.9,2599.39,2295.31,2037.88,2009.42,1933.8,1954.38,2326.61,2385.49,2178.77,2347.24,2399.83,2159.678333
ENSG00000115163,CENPA,0.339317052,0.38762809,0.572298843,5.65,8.34,12.14,5.9,11.69,6.63,9.24,8.61,9.96,18.86,19.89,1.58,26.84,6.85,10.45,15.39,14.91,17.02,17.59,20.03,8.09,21.21,19.06,18.06,18.4,15.57,25.45,15.26,13.16690476
ENSG00000115165,CYTIP,0.151948966,0.269218782,0.451950251,127.23,378.69,178.4,222.75,123.3,159.92,212.53,181.74,290.93,236.16,238.63,237.67,200.16,347.05,256.64,252.88,291.34,350.63,279.82,373.44,292.51,449.37,482.57,303.1,304.32,374.3,278.09,240.61,271.1792857
ENSG00000115170,ACVR1,0.042119709,0.699123116,0.821222516,0,9.18,3.74,2.95,32.95,7.46,13.86,10.52,6.64,5.74,5.85,7.92,15.65,9.13,17.42,12.09,6.78,3.4,3.2,4.81,15.03,5.05,2.01,8.64,16.86,11.51,3.77,27.83,9.79
ENSG00000115204,MPV17,0.149651114,0.125863278,0.274624773,1579.08,1743.3,1683.08,1763.56,2323.56,1499.8,2136.06,1878.6,1731.2,1572.79,1861.09,1334.14,1690.7,1857.4,1607.2,1908.69,1906.61,1953.29,2064.26,2081.16,2018.67,1657.11,1305.26,1847.63,2084.23,1808.53,1657.21,2032.63,1736.290952
ENSG00000243423,AC004223.1,0.9746889,0.002103656,0.01803012,15967.5,13888.82,15713.76,16401.59,20025.57,23289.97,16735.03,20661.73,13125.06,13997.65,15803.5,20257.7,15254.3,12641.08,15129.09,14223.92,14191.87,13486.49,14216.37,13138.44,16169.03,10327.4,10434.04,14845.41,13570.9,12571.07,13159.64,16472.03,15368.99857
ENSG00000115211,EIF2B4,0.2264327,0.021988151,0.084735807,1000.88,947.55,817.26,852.64,1035.29,1015.89,759.25,939.3,657.08,613.37,783.74,1044.18,745.83,531.99,868.63,675.08,616.57,706.02,761.91,597.82,796.6,541.26,570.86,652.52,562.64,631.5,728.68,925.64,762.5985714
ENSG00000025039,RRAGD,0.542509902,0.005728521,0.034245697,219.12,263.58,256.85,236.76,209.4,302.45,246.41,210.43,295.36,261.58,325.19,270.95,268.36,324.22,294.96,288.06,276.44,294.12,284.62,294.9,242.8,393.83,403.32,248.92,240.69,287.66,271.49,210.09,282.1192857
ENSG00000115216,NRBP1,0.283856457,0.008834001,0.045945911,979.68,1324.57,2329.42,1984.09,1056.55,1730.15,2111.42,1666.25,798.68,1079.14,1480.92,1413.36,1222.18,1342.54,1408.63,1596.44,1061.04,1412.03,1206.42,1121.92,1068.3,1426.87,1767.77,1615.99,1217.27,1816.66,1904.19,1630.41,1381.179048
ENSG00000175746,C15orf54,-1.076149153,0.008323448,0.044111041,5.65,5.84,9.34,12.54,11.69,6.63,12.32,7.65,4.42,11.48,4.68,6.34,8.95,11.42,6.97,14.29,8.13,27.91,7.2,7.21,3.47,3.03,5.02,13.35,6.9,10.83,9.43,13.47,9.09952381
ENSG00000115234,SNX17,0.301229833,0.000515888,0.007413135,599.4,447.08,1012.47,938.2,708.97,665.38,972.55,1222.43,487.83,714.23,671.44,806.51,564.68,557.11,632.89,584.92,513.58,582.79,717.93,499.25,546.87,488.75,422.38,739.68,755.81,861.63,953.04,906.78,677.0361905
ENSG00000115241,PPM1G,0.113636858,0.197007017,0.367460364,1164.87,935.04,736,719.88,807.83,1247.9,681.48,884.78,806.42,1000.42,1118.29,1064.78,923.62,1097.09,834.96,885.08,775.11,858.52,777.1,823.81,674.05,910.86,1020.33,797,833.23,699.86,812.58,636.54,898.9342857
ENSG00000115266,APC2,0.140391233,0.191350027,0.361323033,199.33,246.06,253.12,272.91,172.19,212.13,322.64,214.26,313.05,266.5,287.76,164.79,214.69,328.78,315.87,350.73,311.67,322.03,301.4,314.14,298.29,388.78,333.09,342.36,329.61,303.23,378.01,307.05,264.4052381
ENSG00000175756,AURKAIP1,0.526478498,0.00049348,0.007216247,14.14,25.02,28.02,19.91,25.51,19.06,36.96,28.7,27.66,11.48,17.55,25.35,7.83,23.97,18.58,24.19,10.84,33.36,18.39,23.24,18.5,24.24,17.06,13.35,26.06,23.69,30.17,18.85,20.59357143
ENSG00000115268,RPS15,0.137885685,0.358333374,0.54400778,395.83,421.23,378.27,462.46,447.49,434.2,485.89,474.43,304.21,453.47,404.74,366.02,345.52,449.8,393.67,436.49,432.27,362.88,341.38,356.61,381.54,373.63,351.15,390.26,360.28,397.31,386.49,421.07,392.7861905
ENSG00000115271,GCA,0.747473015,0.010379046,0.051202178,262.94,322.8,238.17,201.36,216.84,183.12,190.2,169.3,332.97,227.14,290.1,248.76,272.84,319.65,246.19,313.35,257.47,317.27,275.02,337.38,326.04,418.06,468.53,273.26,234.56,344.51,238.49,256.77,291.4580952
ENSG00000115275,MOGS,0.099915872,0.377668286,0.563375946,271.43,405.38,730.39,494.18,289.12,431.71,513.61,556.69,222.35,343.59,334.55,307.39,405.9,289.97,373.93,357.33,307.61,285.95,362.96,303.72,261.29,340.31,512.67,486.84,364.11,469.05,471.33,412.09,418.115
ENSG00000115286,NDUFS7,0.247520576,0.048869794,0.144846768,1750.13,1407.15,1959.55,1957.54,2222.58,2311.84,2371.69,2849.47,1549.79,1678.57,1665.74,2175.5,1568.82,1450.99,1547.98,1393.04,1521.77,1648.96,1622.95,1571.48,1681.07,1322.86,1280.18,1769.89,1759.22,1825.46,1584.62,2075.73,1780.533333
ENSG00000115289,PCGF1,0.214050511,0.011175312,0.053824076,41,18.35,84.99,70.07,39.33,101.09,69.3,63.13,47.57,63.14,56.15,91.9,17.89,43.38,38.32,28.59,16.26,57.87,31.18,44.88,46.25,39.38,33.11,45.54,44.46,63.62,41.48,64.64,50.09952381
ENSG00000115290,GRB14,0.444992441,0.257782372,0.439136424,7.07,15.01,4.67,3.69,14.88,9.94,6.93,10.52,14.38,3.28,15.21,4.75,5.59,6.85,12.77,7.7,1.36,2.04,5.6,1.6,4.62,4.04,6.02,7.07,3.07,8.8,10.37,4.49,8.220238095
ENSG00000166535,A2ML1,0.450942927,0.189332157,0.358599058,1379.75,562.19,1806.37,986.88,2864.59,2270.41,555.19,2604.6,511.06,1119.32,623.48,2140.65,1580,600.49,840.76,590.42,569.14,426.88,596.41,200.34,724.92,439.27,408.33,346.28,401.67,413.55,316.74,780.19,1355.09381
ENSG00000115307,AUP1,0.388874793,0.000578941,0.007912531,9236.98,8158.46,9109.39,10725.17,17733.9,12021.59,8931.56,13042.11,4959.1,7998.42,7420.98,9391.27,8220.91,7983.3,8497.05,7335.7,7573.6,5543.29,6990.66,5587.95,7081.54,4659.3,3771.3,6849.49,7300.57,6342.73,6264.03,7977,8461.732143
ENSG00000115310,RTN4,0.317712282,0.072253964,0.189244846,9.9,11.68,30.82,12.54,10.63,8.29,16.94,20.09,8.85,13.12,17.55,4.75,11.18,6.85,11.61,25.29,13.55,14.98,8.79,19.23,11.56,15.15,18.06,14.92,9.97,13.54,11.31,8.98,15.78619048
ENSG00000115317,HTRA2,0.293933121,0.011774781,0.055717774,586.68,2352.2,939.61,1930.25,501.7,387.79,3089.35,591.13,1064.16,572.37,1042.26,698.76,1049.98,1345.96,2949.64,1476.6,785.95,860.56,1073.7,1664.44,794.29,1755.06,1692.52,916.35,891.49,1352.34,3228.64,1254.23,1262.595952
ENSG00000115318,LOXL3,0.617902018,0.00110493,0.012049867,216.29,243.56,241.91,263.32,238.1,312.39,286.45,243.91,245.58,238.62,255.01,261.44,206.86,250.01,299.61,260.58,276.44,258.71,217.46,274.07,208.11,182.78,236.77,293.67,268.29,244.34,214.93,247.79,234.8528571
ENSG00000115325,DOK1,0.606249059,9.23E-06,0.000683595,4371.1,4279,4544.89,5090.05,6450.91,5609.75,4572.43,5534.41,3639.4,3533.44,3866.07,4726.53,4112.69,3892.9,4382.65,3726.12,4719.78,3476.3,3901.47,3735.18,3881.26,3021.37,2628.58,4252.76,3659.48,3853.96,3230.52,4286.12,4156.523333
ENSG00000115339,GALNT3,0.18260835,0.435724996,0.615901448,426.93,563.86,724.79,729.47,596.3,891.59,662.22,708.78,509.96,537.93,591.9,773.23,476.35,391.57,572.51,544.24,521.71,667.89,508.47,489.64,413.91,496.83,725.37,758.52,584.87,517.11,769.22,491.1,578.4811905
ENSG00000115350,POLE4,0.564450667,0.002064504,0.017837283,48.07,35.03,84.06,45.73,37.2,176.5,48.51,30.61,74.12,33.62,38.6,30.11,58.15,26.26,38.32,52.77,44.72,61.27,35.98,78.53,39.31,29.28,47.15,74.6,119.58,39.26,55.62,28.73,62.87904762
ENSG00000115355,CCDC88A,0.255431798,0.114011491,0.256730513,5323.91,4366.58,6084.13,6757.72,6576.34,6053.06,5906.89,7745.88,4538.74,4911.07,5046.36,7247.46,4908.84,3441.96,4430.26,3604.08,4561.24,4910.8,5899.37,4469.23,5146.11,3681.8,4365.24,5174.61,5519.12,5620.53,5182.79,5695.67,5466.757619
ENSG00000243449,C4orf48,0.611494112,1.99E-05,0.001097971,450.96,447.08,382.94,385.75,418.79,362.93,331.11,374,469.03,445.27,517.04,364.43,516.6,446.37,505.15,434.29,554.23,423.47,559.64,461.59,556.12,476.63,476.55,389.47,358.74,428.44,375.18,403.11,460.5235714
ENSG00000025434,NR1H3,0.26158075,0.063297559,0.172837564,7.07,18.35,3.74,18.44,4.25,7.46,15.4,5.74,12.17,8.2,16.38,1.58,8.95,15.98,16.26,8.8,4.07,9.53,12.79,7.21,2.31,11.11,27.09,7.07,9.2,17.6,16.03,8.98,10.81571429
ENSG00000115425,PECR,0.443583782,0.069269085,0.183717446,104.61,193.51,144.77,168.17,86.1,79.55,148.62,93.74,230.09,126.28,203.54,77.64,173.32,226.04,168.38,214.4,210.04,264.16,211.06,233.2,119.09,311.02,246.81,246.56,239.93,241.63,300.71,145.44,175.8771429
ENSG00000115457,IGFBP2,2.344116682,3.81E-05,0.001575783,1105.5,702.32,826.6,911.65,1253.19,1064.77,781.58,943.13,649.34,824.93,587.22,1048.93,751.42,715.79,643.35,634.4,653.15,711.46,621.2,677.16,611.61,419.07,490.6,670.58,526.62,565.84,546.75,681.43,786.8811905
ENSG00000115459,ELMOD3,0.242276129,0.004001628,0.027303005,1084.29,963.4,1253.44,1482.54,1484.91,1684.58,1287.49,1610.78,880.54,1225.1,1039.92,1456.15,806.21,794.56,766.44,824.61,734.46,829.93,739.52,743.67,638.21,492.79,600.96,742.82,840.9,788.53,825.78,865.48,1004.976905
ENSG00000115468,EFHD1,0.166780381,0.655103091,0.790463133,11.31,11.68,10.27,11.06,6.38,9.94,13.86,10.52,7.74,11.48,11.7,4.75,5.59,12.56,5.81,12.09,10.84,7.49,9.59,8.82,10.41,14.14,16.05,16.49,6.13,12.18,10.37,11.67,10.26
ENSG00000243466,IGKV1-5,0.234061999,0.568443023,0.727331581,9.9,6.67,6.54,12.54,9.57,6.63,27.72,6.7,8.85,13.94,9.36,9.51,13.42,7.99,8.13,1.1,8.13,7.49,22.39,14.42,21.97,10.1,21.07,8.64,12.26,16.24,10.37,12.57,10.01357143
ENSG00000115474,KCNJ13,0.474199983,0.123295378,0.270778447,288.39,208.53,219.49,131.29,181.76,247.76,171.72,258.26,143.81,168.1,153.24,141.02,139.77,240.88,180,235.29,143.64,209.01,168.69,186.72,183.83,87.85,191.63,131.13,154.08,207.79,130.09,207.39,158.6657143
ENSG00000115484,CCT4,0.003063256,0.977245348,0.988830542,9.9,7.51,19.61,17.7,15.94,14.92,11.55,11.48,59.73,12.3,18.72,7.92,5.59,11.42,22.06,32.98,18.97,25.19,18.39,44.08,46.25,15.15,31.1,27.48,24.53,16.24,27.34,42.2,18.20285714
ENSG00000025708,TYMP,0.924645704,3.52E-06,0.000392183,2162.93,2213.74,2173.44,3149.47,2602.05,2868.68,2089.09,2693.55,2622.8,3062.76,2235.42,2500.32,2027.27,2097.14,2128.62,2283.61,1914.74,1658.49,1501.42,2295.12,1920.4,1945.92,2723.89,1979.54,2375.52,2347.3,2320.85,2178.97,2544.266429
ENSG00000115507,OTX1,0.689648252,0.051382339,0.149844249,12.72,14.18,20.55,16.23,9.57,10.77,22.33,18.17,13.27,17.22,22.23,15.84,20.13,18.27,16.26,7.7,14.91,17.02,16.79,20.84,17.34,16.16,11.04,12.56,12.26,15.57,14.14,15.26,15.55404762
ENSG00000115520,COQ10B,0.087830669,0.580078488,0.735461182,5.65,4.17,85.93,15.49,2.13,13.26,5.39,24.87,61.95,36.08,63.17,15.84,20.13,125.58,24.39,34.08,23.04,100.76,22.39,41.67,16.19,62.61,57.19,41.62,38.33,35.2,33.94,8.08,36.98238095
ENSG00000175782,SLC35E3,0.198005913,0.211009834,0.384070998,1030.57,780.73,994.72,1351.99,1133.08,1447.6,1242.06,977.56,679.21,777.37,894.87,1381.68,871.07,903.02,827.99,1078.59,860.48,942.94,865.04,827.81,905.28,639.21,638.08,776.58,1102.29,888.02,986.97,979.51,912.9485714
ENSG00000115539,PDCL3,0.074845793,0.56818045,0.727248101,712.49,1095.19,593.1,588.59,580.36,536.94,571.36,397.91,1059.74,728.17,891.36,694.01,735.77,1100.51,1057.92,1095.08,1134.21,1098.17,1148.85,1233.31,1102.99,1424.85,1491.87,865.31,823.27,969.92,764.5,764.93,862.3185714
ENSG00000115561,CHMP3,0.341541281,0.016083062,0.068496904,1187.49,771.55,1336.57,1113.75,1099.07,1639.01,1110.38,1604.08,819.69,970.08,947.51,1486.25,897.9,716.93,981.28,754.24,861.84,830.61,904.21,728.44,702.95,657.39,789.58,1056.12,771.14,886.67,1028.45,974.12,1032.032619
