,gene_symbol,log2fold.FLU_vs_CC,p.FLU_vs_CC,p.adj.FLU_vs_CC,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,FLU_1,FLU_2,FLU_3,FLU_4,FLU_5,FLU_6,FLU_7,FLU_8,FLU_9,FLU_10,FLU_11,FLU_12,FLU_13,FLU_14,mean
ENSG00000113719,ERGIC1,0.073685305,0.734209465,0.89776302,45.24,20.02,25.22,18.44,22.32,85.35,28.49,25.83,23.23,13.12,31.58,17.43,15.65,11.42,27.05,6.56,52.28,48.05,80.22,87.53,26.3,62.2,14.06,15.24,13.04,61.24,19.19,15.05,27.8402381
ENSG00000175602,CCDC85B,0.34464943,0.037603192,0.214263528,391.59,634.76,612.71,496.39,535.72,314.05,644.51,550,574.12,385.41,441,275.7,618.36,598.21,562.69,691.3,286.11,652.46,284.93,209.21,543.21,350.37,320.59,613.37,548.32,398.06,426.87,395.06,533.9007143
ENSG00000113732,ATP6V0E1,0.419338476,0.025254128,0.174390224,7.07,58.39,23.35,21.39,4.25,15.74,33.11,13.39,17.7,8.2,37.43,7.92,21.25,33.11,21.64,62.96,17.43,10.12,5.53,6.4,20.86,7.26,8.44,42.67,34.22,20.82,3.2,37.62,25.7
ENSG00000113734,BNIP1,0.132446636,0.385254025,0.685356761,65.03,260.24,181.2,164.48,56.34,99.43,200.98,96.61,201.33,92.66,211.73,114.08,233.7,221.47,148.79,474.2,137.97,106.21,121.72,19.21,148.72,48.72,67.49,455.64,225.68,61.24,71.94,267.13,181.6035714
ENSG00000023445,BIRC3,0.198227767,0.45491559,0.74206624,213.47,251.9,196.14,204.31,188.14,188.92,212.53,179.83,403.76,251.74,292.44,177.46,216.93,250.01,159.61,284,151.04,194.73,118.95,89.66,168.67,276.77,177.17,240.77,263.98,282.93,271.79,159.28,240.5088095
ENSG00000113742,CPEB4,0.60961443,0.00990202,0.111284173,230.43,467.1,276.47,455.09,274.24,491.37,825.47,232.43,623.9,132.84,478.43,160.03,225.87,577.66,394.96,585.7,615.79,226.34,246.2,2.13,390.85,104.7,52.02,288.78,311.23,88.19,132.7,851.57,469.0697619
ENSG00000113749,HRH2,0.096138541,0.731878991,0.896465438,180.95,434.57,231.63,165.96,231.72,158.27,121.66,116.7,407.08,291.11,398.89,278.87,323.16,367.6,320.57,613.91,120.54,558.89,224.07,429.1,146.91,423.97,341.68,736.8,597.21,400.51,450.85,640.87,370.642381
ENSG00000113758,DBN1,0.185665366,0.268015222,0.580082285,43.82,190.18,93.4,83.35,237.03,215.44,436.61,272.61,209.07,216.48,203.54,99.82,82.75,91.33,97.39,99.04,58.09,251.63,60.86,70.45,101.57,335.86,154.67,83.05,315.31,183.72,86.33,230.76,164.1569048
ENSG00000113763,UNC5A,0.674465449,0.027883681,0.182665723,559.82,748.2,480.08,542.12,755.74,276.76,489.74,559.56,901.55,651.09,692.5,305.81,657.49,716.93,361.15,678.84,316.61,1076.06,188.11,928.66,600.34,817.87,1223.29,605.75,743.05,1059.46,992.83,120.4,677.1014286
ENSG00000113790,EHHADH,0.073373431,0.703103777,0.883480572,4864.47,5752.04,6714.59,4872.46,4597.17,7137.72,5615.05,4660.15,5221.26,5795.04,6248.88,6602.57,8030.82,7751.55,6585.85,15435.59,5868.89,6505.65,6550.58,7158.13,5096.52,4263.52,7000.87,11847.48,7802.83,6043.19,4724.33,21076.03,6749.735238
ENSG00000113810,SMC4,0.318070418,0.023809576,0.169672842,217.71,261.08,165.32,237.5,306.12,202.18,175.57,210.43,262.17,307.51,608.28,172.71,328.75,256.86,225.89,196.77,251.25,319.91,271.1,343.71,187.72,338.97,506.19,215.63,271.31,764.28,230.22,121.65,264.1433333
ENSG00000113811,SELENOK,0.488933856,0.031551443,0.194883219,2.83,1.67,3.74,2.95,0,3.31,2.31,4.78,0,0,1.17,3.17,0,2.28,1.35,1.97,0,0,2.77,4.27,1.81,2.07,4.22,0,4.07,1.22,0,1.25,1.86
ENSG00000243323,PTPRVP,0.103650107,0.663470175,0.862515403,510.34,376.18,358.66,401.98,491.07,406.02,413.51,497.39,350.67,350.15,386.02,345.42,437.21,316.23,344.92,320.07,350.01,399.57,542.19,634.05,416.25,557.69,767.72,349.73,378.04,428.68,721.04,206.94,410.1292857
ENSG00000113838,TBCCD1,0.067976119,0.562876151,0.811262232,148.44,130.96,111.15,144.57,127.55,139.21,146.31,99.48,144.91,172.2,148.56,152.11,121.88,187.22,160.96,194.14,168.47,144.15,146.61,104.61,122.43,189.7,104.05,150.87,148.28,193.52,163.07,168.06,142.4711905
ENSG00000113845,TIMMDC1,0.266502301,0.007813877,0.09838268,453.79,583.88,353.06,414.52,567.6,272.62,224.08,379.74,493.37,545.31,464.4,275.7,563.57,601.63,605.97,499.78,392.13,629.7,470.27,841.13,347.33,662.39,909.73,664.42,491.29,620.98,462.04,413.87,526.0554762
ENSG00000113851,CRBN,0.543019403,0.003506151,0.065675959,383.11,369.51,314.76,390.92,272.11,463.2,378.85,353.91,408.19,451.01,445.68,467.42,299.67,390.43,476.12,482.73,503.96,489.35,367.92,251.91,334.63,400.13,344.49,451.83,404.11,391.94,567.56,259.61,406.5990476
ENSG00000113916,BCL6,1.001011059,7.48E-05,0.011740045,856.69,863.31,625.79,440.34,677.09,329.79,368.07,374.95,1247.79,870.86,760.35,500.7,950.46,1116.5,961.7,978.58,396.49,1322.63,473.04,1103.71,304.7,1113.3,1183.92,1046.15,974.44,1268.9,1742.65,401.33,866.1597619
ENSG00000075292,ZNF638,0.33456754,0.006215565,0.086916129,46.65,115.11,110.21,88.51,85.03,57.17,100.87,47.83,159.29,105.78,95.92,39.61,117.41,136.99,209.65,168.56,98.76,140.36,35.96,151.57,81.62,44.57,67.49,148.58,105.1,82.06,129.5,68.98,132.6995238
ENSG00000113966,ARL6,0.229184749,0.397787338,0.695143718,511.75,458.76,487.55,589.33,669.64,669.52,529.01,626.52,535.4,555.15,507.68,635.38,415.97,425.82,439.6,358.11,498.15,493.14,473.04,388.54,629.36,766.04,493.53,283.44,360.93,565.86,401.29,289.71,503.842619
ENSG00000114021,NIT2,0.145646492,0.28431438,0.597141337,11.31,15.01,30.82,36.14,13.82,17.4,17.71,32.52,17.7,20.5,31.58,11.09,10.06,13.7,28.4,17.71,10.17,17.7,16.6,25.62,20.86,38.35,66.09,22.1,26.89,34.29,19.19,28.85,21.88142857
ENSG00000114023,FAM162A,0.238512008,0.138978828,0.418455489,1077.22,1386.3,1670.01,1417.63,1012.97,1436,1824.97,1351.56,1299.79,1093.9,1573.33,1414.95,1365.31,1259.2,1443.23,1616.76,1950.49,1315.04,993.1,1093.04,1475.45,731.84,987.07,1393.6,1201.75,1014.14,719.44,2966.07,1442.689048
ENSG00000023572,GLRX2,0.432538523,0.00017192,0.017030848,9.9,0,0.93,0.74,5.31,1.66,1.54,0.96,1.11,0.82,5.85,0,2.24,3.42,1.35,1.97,0,0,5.53,4.27,0.91,1.04,8.44,2.29,4.07,8.57,9.59,1.25,2.895952381
ENSG00000114062,UBE3A,0.056016227,0.562208749,0.810705958,26.86,47.54,51.37,41.3,40.39,37.29,50.82,49.74,50.89,48.38,42.11,30.11,35.78,45.66,36.52,54.44,24.69,34.14,24.9,38.43,38.99,48.72,15.47,61.72,39.92,40.42,46.36,31.35,43.96119048
ENSG00000175606,TMEM70,0.597020964,0.000556375,0.028955324,103.2,232.72,101.81,78.18,112.67,89.49,119.35,134.87,192.48,92.66,162.6,109.33,154.31,154.12,174.49,206.6,90.04,135.3,38.73,108.88,131.49,112.99,99.83,188.2,152.36,109.01,228.62,195.65,151.1107143
ENSG00000114098,ARMC8,0.12080119,0.217219019,0.524907855,7.07,3.34,5.6,1.48,2.13,4.14,3.85,6.7,11.06,7.38,21.06,1.58,5.59,4.57,4.06,0.66,8.71,1.26,8.3,2.13,1.81,3.11,4.22,2.29,5.7,4.9,4.8,10.03,4.929761905
ENSG00000114107,CEP70,0.25654544,0.346177509,0.654184146,43.82,31.7,42.03,52.37,57.4,21.54,31.57,68.87,32.08,65.6,38.6,38.03,36.9,19.41,24.35,24.27,29.05,70.81,44.26,98.2,71.64,52.87,212.32,39.62,57.03,74.71,22.38,33.86,47.83571429
ENSG00000114120,SLC25A36,0.051891341,0.791688911,0.923190235,452.38,526.33,473.54,473.53,463.44,708.47,490.51,384.52,277.66,521.53,522.88,610.03,533.37,471.49,455.83,586.36,710.19,496.93,575.39,377.87,434.38,445.74,369.8,597.36,518.18,467.88,569.16,1077.32,511.6195238
ENSG00000114124,GRK7,0.015600321,0.965444127,0.990261367,289.8,300.28,306.35,157.1,274.24,264.33,192.51,130.09,379.43,276.34,294.78,369.19,440.57,348.19,407.14,571.93,275.94,689.13,251.73,298.88,138.75,296.47,411.98,594.32,431.82,333.15,721.04,879.16,359.6519048
ENSG00000114125,RNF7,0.451866229,0.00112939,0.038890557,104.61,120.95,90.6,86.3,92.47,49.72,50.05,77.48,188.05,154.98,118.15,58.63,89.45,163.25,140.67,152.82,66.81,139.09,55.33,98.2,75.27,170,84.36,125.72,127.1,192.29,201.44,76.5,119.0007143
ENSG00000023608,SNAPC1,0.476241114,0.01964056,0.154689269,16.96,12.51,11.21,11.06,11.69,14.92,10.78,6.7,7.74,22.14,17.55,12.68,5.59,15.98,6.76,9.18,11.62,6.32,5.53,4.27,14.51,12.44,12.65,19.05,18.74,23.27,4.8,23.83,12.62785714
ENSG00000114127,XRN1,0.633094565,0.008062438,0.099899761,25.45,115.11,75.65,78.18,55.27,44.75,79.31,45.91,73.01,58.22,92.41,42.78,92.81,106.17,77.1,148.23,46.47,58.17,52.56,21.35,57.13,16.59,22.5,179.82,83.92,47.77,35.17,240.8,87.97285714
ENSG00000114166,KAT2B,0.166487883,0.335892424,0.644610196,5.65,4.17,6.54,5.16,2.13,6.63,11.55,7.65,4.42,5.74,1.17,6.34,1.12,2.28,6.76,3.94,8.71,7.59,0,4.27,9.07,6.22,2.81,3.05,1.63,4.9,6.4,1.25,4.810238095
ENSG00000100201,DDX17,0.278110198,0.0320534,0.196545325,4.24,2.5,2.8,2.21,0,0.83,2.31,1.91,4.42,0.82,0,1.58,2.24,4.57,0,2.62,1.45,1.26,0,2.13,0,0,0,3.05,2.44,1.22,1.6,0,1.644047619
ENSG00000175611,LINC00476,0.717244073,7.26E-06,0.003748107,692.7,409.55,537.99,576.79,562.29,881.65,591.38,562.43,582.97,720.79,548.62,860.38,600.47,586.79,616.79,636.86,711.65,604.41,655.61,719.44,543.21,748.42,759.28,608.79,581.73,712.84,775.4,976.98,606.047619
ENSG00000114204,SERPINI2,0.582094576,0.131981564,0.407154072,5789.02,4749.44,5943.1,5910.98,4977.69,8422.08,4861.96,4141.72,5521.04,6802.84,5442.91,8017.52,4137.29,5386.13,6826.61,4883.72,8239.11,7600.68,8962.79,5381.94,4106.24,9957.55,6265.49,5221.61,4619.62,4566.08,12048.24,5382.82,6155.486429
ENSG00000114209,PDCD10,0.83555429,0.00508889,0.079740544,1617.25,1719.94,1577.54,1686.85,1690.06,1588.46,1819.58,1531.38,1563.06,1644.13,1630.65,1730.26,1606.83,1705.57,1740.81,1673.16,1633.88,1541.38,1560.19,1300.12,1620.55,1688.62,1332.96,1613.04,1546.39,1507.74,1187.88,1671.78,1639.896667
ENSG00000114268,PFKFB4,0.088901207,0.687102675,0.875284529,11.31,14.18,7.47,9.59,4.25,1.66,1.54,8.61,4.42,7.38,8.19,0,5.59,7.99,0,5.25,2.9,11.38,5.53,6.4,13.6,10.37,8.44,4.57,2.44,6.12,1.6,3.76,6.560238095
ENSG00000114270,COL7A1,0.279320194,0.262397591,0.574300491,145.61,244.4,261.52,252.99,170.07,191.41,275.67,132,272.13,246,349.76,152.11,260.54,310.52,275.93,373.2,286.11,218.75,179.81,87.53,193.16,125.43,113.89,483.83,258.27,133.5,174.26,566.88,262.9311905
ENSG00000114315,HES1,0.201379167,0.432960098,0.724205679,315.25,432.9,203.61,208,804.64,377.85,420.44,294.61,550.89,177.12,497.15,461.09,413.73,408.7,588.38,358.77,1360.84,280.71,434.31,1413.27,637.52,101.59,282.62,603.46,359.3,215.57,382.1,1476.14,421.2514286
ENSG00000023697,DERA,0.288476426,0.021644964,0.161679902,460.86,522.99,566.01,615.88,466.63,620.64,741.54,600.69,476.77,508.41,641.03,522.88,506.54,539.98,324.63,554.88,505.41,441.3,445.37,301.01,635.7,438.48,371.2,432.78,495.37,407.86,249.41,516.71,527.2430952
ENSG00000114331,ACAP2,0.270158656,0.118972536,0.387222995,32.51,55.89,34.56,28.03,29.76,27.34,57.75,25.83,70.8,20.5,10.53,14.26,38.02,74.2,17.58,94.45,81.33,40.46,22.13,8.54,25.39,9.33,16.87,66.29,61.92,29.4,36.77,57.69,49.0847619
ENSG00000243364,EFNA4,0.015771995,0.876463939,0.954704612,229.02,218.54,156.91,165.96,180.7,270.13,151.7,135.83,266.59,174.66,239.8,278.87,204.63,227.18,246.17,239.4,220.76,197.26,276.63,100.34,148.72,218.72,163.11,264.39,197.98,197.19,187.05,416.38,207.6459524
ENSG00000114346,ECT2,0.653468808,0.002493617,0.056000681,192.26,216.04,155.05,191.03,148.81,100.26,180.96,144.43,175.89,144.32,194.18,123.59,214.69,215.76,262.41,285.31,133.62,252.89,193.64,119.55,147.82,186.59,174.35,261.35,352.79,200.87,163.07,265.88,203.9521429
ENSG00000114354,TFG,0.145006956,0.100775034,0.355141149,3021.03,2918.56,3597.8,3781.58,4016.81,4143.09,4282.9,4371.28,2713.51,2687.19,3354.88,3834.47,2776.46,2937.37,2294.02,2290.35,4310.54,2796.99,4284.99,3669.8,5186.3,3278.75,3959.52,1848.48,2233.22,2960.36,2054.4,1502.47,3209.524524
ENSG00000114378,HYAL1,0.244487034,0.136053324,0.414250301,7.07,10.01,3.74,11.8,3.19,4.14,8.47,4.78,0,4.1,1.17,6.34,3.35,4.57,2.71,11.15,2.9,1.26,0,0,7.25,2.07,1.41,5.33,0.81,2.45,0,23.83,5.823809524
ENSG00000114383,TUSC2,0.05574695,0.434601025,0.725443252,0,0,2.8,0,0,0,0.77,1.91,2.21,0,0,1.58,1.12,0,4.06,5.25,4.36,2.53,5.53,34.16,0,0,2.81,0,0,1.22,6.4,0,2.23452381
ENSG00000114391,RPL24,0.6049384,0.01153575,0.11851822,3337.7,3067.87,3089.7,3344.93,3633.09,2630.03,2868.36,3317.2,2873.91,3066.86,3313.94,2709.48,3175.65,3340.36,2748.5,2519.91,2805.92,2628.82,3643.21,3748.79,2936.39,4350.6,4985.96,2365.08,2570.53,3542.14,3125.57,1181.41,3133.650238
ENSG00000023734,STRAP,0.131105799,0.155383542,0.445452942,73.51,132.62,107.41,59.01,59.52,66.29,108.57,66.96,84.07,73.8,98.26,79.22,77.15,99.32,129.85,139.05,94.4,88.51,77.46,25.62,77.99,49.76,8.44,162.29,106.73,60.02,59.15,219.48,99.05261905
ENSG00000114405,C3orf14,0.208177423,0.413684195,0.707775982,1.41,6.67,16.81,8.85,0,1.66,3.85,0,0,0.82,2.34,4.75,3.35,2.28,0,6.56,0,0,2.77,0,2.72,3.11,1.41,10.67,6.52,0,3.2,5.02,4.381904762
ENSG00000175643,RMI2,1.21348348,0.001509888,0.044632329,15.55,34.2,12.14,33.93,13.82,14.09,27.72,11.48,29.87,13.12,17.55,23.77,11.18,23.97,36.52,43.29,42.12,13.91,8.3,12.81,11.79,7.26,16.87,43.43,23.63,3.67,6.4,106.6,23.78238095
ENSG00000114416,FXR1,0.477009221,0.000923017,0.035559275,77.75,160.98,156.91,101.05,120.11,85.35,116.27,175.04,98.45,105.78,111.13,148.94,105.11,154.12,190.72,181.68,95.85,273.12,165.98,151.57,122.43,189.7,119.52,127.24,118.14,127.38,308.56,62.71,139.7242857
ENSG00000114439,BBX,0.099777464,0.309639149,0.621836554,120.16,138.46,121.42,139.4,71.22,127.61,120.12,80.35,168.14,109.88,160.26,145.77,128.59,181.52,117.68,182.34,126.35,122.65,124.48,72.58,102.47,80.85,105.46,213.34,136.06,116.36,145.49,244.56,135.362619
ENSG00000114446,IFT57,0.467882129,0.039483319,0.220120034,35.34,60.89,29.89,34.67,146.68,60.49,70.07,56.43,37.61,50.02,22.23,15.84,54.79,69.64,54.1,46.57,91.5,13.91,124.48,183.6,41.72,36.28,25.31,32.76,34.22,44.09,124.7,48.91,56.21047619
ENSG00000114450,GNB4,0.292021747,0.115689967,0.381806469,1355.72,779.06,1489.74,1526.06,1124.58,2538.89,1216.64,1398.43,1268.81,1638.39,1330.02,2129.55,1052.21,1162.16,1263.34,1198.96,1285.32,821.9,1966.83,1219,1457.31,1667.88,2078.18,1359.31,1242.49,1466.09,1424.49,1760.83,1332.178095
ENSG00000114480,GBE1,0.222966584,0.180183506,0.47927364,24.03,16.68,27.09,34.67,13.82,43.92,30.03,44.96,22.12,18.04,16.38,39.61,26.84,9.13,18.94,29.51,33.4,58.17,52.56,34.16,48.06,22.81,14.06,14.48,24.44,28.17,23.98,36.37,25.80357143
ENSG00000114491,UMPS,0.031616966,0.809453802,0.930782676,2848.56,1497.23,1963.29,1326.91,1495.54,1134.38,1524.66,1556.25,2747.8,1783.53,2121.95,1893.47,1865.14,1961.29,1850.37,1934.2,1693.42,2621.23,1051.19,1479.45,1787.41,2787.41,1192.36,2242.4,2344.03,2221.8,5076.06,1369.53,2066.255714
ENSG00000023839,ABCC2,0.694518224,0.000435523,0.02606849,22.62,8.34,9.34,4.43,5.31,26.52,6.93,4.78,15.49,3.28,8.19,11.09,4.47,2.28,6.76,5.25,29.05,24.02,5.53,70.45,1.81,6.22,11.25,20.57,11.41,8.57,4.8,17.56,10.36595238
ENSG00000114503,NCBP2,0.10651305,0.386966568,0.686808483,70.68,78.41,90.6,55.32,72.28,71.26,33.88,74.61,45.35,26.24,78.37,101.41,32.43,69.64,37.87,29.51,81.33,24.02,66.39,40.56,58.95,66.34,14.06,16,43.18,56.34,46.36,7.52,52.89357143
ENSG00000114520,SNX4,0.462943641,0.030846149,0.192734427,5.65,12.51,2.8,5.16,6.38,2.49,2.31,8.61,15.49,5.74,0,3.17,12.3,6.85,6.76,8.53,0,3.79,5.53,0,6.35,5.18,1.41,2.29,12.22,0,6.4,8.78,5.936190476
ENSG00000114529,C3orf52,0.091005368,0.745516279,0.903143468,28.27,48.38,42.03,39.83,27.64,32.32,28.49,28.7,53.1,41,42.11,36.44,57.03,45.66,52.75,66.9,29.05,54.37,16.6,19.21,26.3,30.06,29.53,49.53,35.85,56.34,79.94,40.13,44.73714286
ENSG00000114541,FRMD4B,0.580385387,0.003441726,0.065175772,802.97,783.23,723.86,626.94,804.64,604.06,625.26,652.34,773.23,750.31,691.33,619.54,767.08,1049.14,1064.5,958.25,517.03,720.74,575.39,736.52,532.32,775.37,742.41,872.43,819.64,837.77,1152.7,516.71,782.9064286
ENSG00000243389,AC012442.3,0.188067633,0.521797073,0.788246642,257.29,477.95,393.22,297.98,276.36,251.07,406.57,296.52,528.76,571.55,474.92,250.35,448.39,569.66,439.6,590.3,291.92,542.45,157.68,187.87,279.31,223.9,165.92,608.03,457.89,350.29,425.27,258.36,463.207381
ENSG00000114573,ATP6V1A,0.144646453,0.412916358,0.707049965,2.83,10.01,1.87,2.95,8.5,0.83,2.31,6.7,1.11,0.82,2.34,0,3.35,1.14,10.82,7.21,8.71,3.79,2.77,25.62,1.81,5.18,2.81,12.19,6.52,2.45,0,0,5.357857143
ENSG00000114626,ABTB1,0.080609291,0.678604012,0.870630743,262.94,140.97,159.72,169.64,154.12,110.21,141.69,162.61,169.25,115.62,127.5,109.33,167.73,122.15,93.33,210.54,88.59,313.59,116.18,181.46,220.37,181.4,253.09,254.49,237.91,221.69,99.12,153.01,170.0992857
ENSG00000175691,ZNF77,0.11319959,0.508909337,0.77784542,1003.71,900.01,1225.42,1249.46,1531.68,1403.68,1151.96,1097.13,1185.85,1547.37,1424.77,1201.04,1158.44,1270.61,1362.08,1263.23,2052.15,1010.3,1228.23,821.92,1090.95,1651.3,996.91,1189.4,1326.41,1185.61,1021.61,1305.57,1235.32881
ENSG00000003756,RBM5,0.149125262,0.107959435,0.369536283,2848.56,2519.02,2335.96,2278.39,7417.12,2654.06,2594.23,2420.95,2607.31,2605.19,2690.46,2763.35,3087.31,3021.85,3698.03,2620.91,3243.07,2960.1,5153.6,4378.57,2164.66,2970.89,3695.18,2530.42,2734.29,2743.57,3763.48,1339.43,2928.664048
ENSG00000114654,EFCC1,0.138826631,0.709460033,0.886224531,21.21,9.18,22.42,16.23,17.01,26.52,13.09,16.26,32.08,16.4,24.57,20.6,15.65,9.13,9.47,13.12,29.05,16.44,8.3,10.67,27.21,16.59,4.22,7.62,6.52,20.82,7.99,8.78,16.33285714
ENSG00000114656,KIAA1257,0.032860196,0.872865191,0.953344788,175.3,391.2,287.67,206.52,208.33,128.44,257.96,188.43,438.06,250.1,338.06,221.83,315.33,392.71,307.04,479.45,162.66,280.71,88.52,100.34,190.44,152.38,149.04,476.98,336.49,181.27,236.62,166.8,322.1659524
ENSG00000114670,NEK11,0.245415742,0.18691735,0.487341958,233.26,232.72,211.09,207.26,177.51,224.56,319.56,290.78,199.12,191.88,247.99,229.75,173.32,229.46,200.19,252.52,238.18,211.17,102.35,96.07,258.45,118.17,140.61,210.3,184.13,106.56,159.88,210.7,230.5683333
ENSG00000114686,MRPL3,0.228189498,0.272182554,0.584691595,3651.53,3212.17,3535.22,3690.86,3903.07,3422.19,3724.63,4417.2,3017.71,3230.04,3743.24,3595.21,3321.01,3048.11,2656.52,2441.2,3548.06,2738.82,3847.91,3454.18,4365.6,3882.05,3941.24,2473.27,2872.8,3299.63,2350.17,2863.23,3267.646429
ENSG00000175701,MTLN,0.219977101,0.217020421,0.524857651,18649.25,13802.9,22461.98,21820.6,21508.36,21318.69,22290.78,32635.42,11662.67,15677.86,18202.69,20924.77,16323.29,16012.26,14770.48,13712.58,19072.09,19300.74,21975.42,23769.36,33829.28,17939.34,32716.65,10230.63,15649.66,14880.17,16153.85,11980.91,18056.55405
ENSG00000114698,PLSCR4,0.2471276,0.477860809,0.757866337,1972.08,1360.44,1670.01,1826.25,1922.84,1694.52,1843.45,2043.12,2348.46,1575.25,1934.79,1928.32,1578.88,1535.47,1224.11,1284.22,1587.4,1837.26,1773.19,2070.8,2119.32,2328.2,2779.82,1376.07,1598.53,1731.88,3443.73,689.78,1757.353095
ENSG00000114742,WDR48,0.009461688,0.91542884,0.970708118,2424.46,2257.11,1740.99,1869.03,2863.53,1136.86,1658.64,2054.6,1803.11,1887.67,1850.57,1516.36,2210.65,2178.2,1922.06,1523.62,1378.27,2561.8,2199.2,3962.27,2209.1,2498.2,3796.41,1437.79,1978.21,2387.15,2164.72,654.67,2015.786429
ENSG00000114744,COMMD2,0.220645568,0.097687531,0.349251097,26803.35,18325.46,23728.49,20489.27,25050.04,29542.72,20824.65,21873.64,15689.24,19413.03,19065.97,25648.14,17598.02,20560.45,27230.71,14094.96,25816.74,14555.22,36617.41,31399.3,24299.16,24710.39,28644.64,12412.84,15444.34,19365.41,24281.94,13622.6,20398.75786
ENSG00000114757,PEX5L,0.137462972,0.742127908,0.901152202,2.83,0,1.87,0.74,0,3.31,2.31,1.91,2.21,4.92,0,4.75,3.35,3.42,1.35,5.25,2.9,1.26,0,8.54,0.91,1.04,2.81,9.14,1.63,3.67,3.2,15.05,3.58547619
ENSG00000114770,ABCC5,0.05821609,0.720127829,0.892160525,3814.11,1496.4,915.33,1121.12,1420.07,971.97,917.1,942.17,2453.55,1681.03,3187.61,2180.26,1331.76,1226.09,2541.55,777.22,1158.96,1444.02,1278.03,1018.32,1037.44,2254.6,2452.2,1210.73,1755.78,4299.07,5490.14,1329.4,1731.741429
ENSG00000170917,NUDT6,0.000467353,0.998558128,0.999740699,3524.3,3522.46,2264.04,2518.84,2199.2,1849.48,2377.85,2528.08,2714.62,2612.57,3520.99,2173.92,3001.21,2617.72,4282.36,2283.79,1812.52,2609.85,2691.6,1778.33,2507.45,1930.14,2332.69,2181.45,2818.21,3157.55,1446.88,1220.29,2717.301905
ENSG00000023909,GCLM,0.711791932,0.000220603,0.018942581,436.83,563.03,348.39,458.78,328.44,465.68,492.05,343.39,558.63,464.95,623.48,475.35,566.92,587.93,388.2,670.97,515.58,429.92,362.38,262.59,383.6,343.11,230.6,854.9,505.96,497.27,321.35,529.25,510.5188095
ENSG00000114784,EIF1B,0.206176573,0.27612193,0.588919738,6614.6,4705.23,4694.33,4296.41,13217.52,7426.08,4199.73,5112.59,3546.48,4357.56,4612.38,6382.32,6151.14,5411.24,6178.72,3806.75,7520.2,4079.15,13330.76,13396.15,4461.72,7834.6,8951.1,3373.89,5028.62,5430.79,7068.11,3714.8,5448.17881
ENSG00000114790,ARHGEF26,0.761087331,0.004237545,0.07289919,1362.79,2299.65,2307,1495.81,11065.09,3700.61,3437.41,1915.9,1331.86,763.43,1687.97,998.23,2622.15,2404.24,1433.76,1427.86,7913.78,175.76,6589.31,2032.37,853.35,636.47,336.05,1200.06,1800.59,1943.77,2065.6,1177.65,2208.339524
ENSG00000114796,KLHL24,0.176370931,0.12803482,0.401903284,701.18,1442.18,919.06,1167.59,758.93,878.34,1399.91,716.43,1537.62,1222.64,1170.93,697.18,1010.84,1590.27,1103.73,1607.57,965.8,1016.63,525.6,326.63,798.03,692.45,539.93,1597.8,1273.45,890.43,724.24,970.71,1196.012381
ENSG00000114805,PLCH1,0.318872932,0.462805424,0.747985401,77.75,155.98,58.84,125.39,244.47,120.98,268.74,211.39,159.29,55.76,156.75,109.33,69.33,119.87,114.97,61.65,515.58,116.33,157.68,243.37,428.94,31.1,82.96,43.43,50.51,42.87,79.94,119.14,128.837619
ENSG00000175711,B3GNTL1,0.114836804,0.53332159,0.79559259,1723.27,1805.02,1367.39,1721.51,1740.01,1629.06,1834.21,1592.6,2313.06,1871.27,1811.96,1609.84,1426.81,1767.22,1586.61,1648.24,1767.49,1502.18,1496.56,1310.79,1685.84,1414.95,1785.72,1655.71,1312.56,1444.05,1720.26,1799.71,1729.263333
ENSG00000114850,SSR3,0.151291653,0.139924519,0.420065451,67.86,154.31,154.11,112.11,175.38,125.12,142.46,114.78,149.34,157.44,121.66,64.96,134.18,89.05,144.73,156.1,97.31,106.21,102.35,138.76,85.24,49.76,49.21,135.63,124.66,75.94,78.34,127.92,128.4940476
ENSG00000114854,TNNC1,0.115812294,0.682369674,0.87279991,3173.71,2610.77,3789.27,3605.3,3314.21,3163.66,3734.64,4593.2,2463.51,2996.33,3365.41,3452.6,3251.69,2851.75,3083.95,2634.69,3444.94,3460.83,3092.71,2975.97,4357.43,2968.81,4166.21,2186.02,2990.12,2810.93,2378.95,3324.76,3107.479048
ENSG00000024048,UBR2,0.090020085,0.557000499,0.807821756,193.67,252.74,265.26,264.05,183.89,285.87,318.79,186.52,282.08,247.64,327.53,223.41,290.73,259.15,320.57,338.44,206.23,297.15,262.8,147.3,241.22,209.39,151.86,394.69,297.38,279.26,119.91,673.48,274.8847619
ENSG00000114902,SPCS1,0.101825123,0.175594852,0.473562881,429.76,35.87,28.02,27.29,56.34,1299.27,28.49,53.56,147.12,30.34,201.2,25.35,22.36,422.4,442.3,316.79,46.47,426.12,525.6,32.02,6.35,38.35,12.65,172.96,991.55,595.26,329.34,7.52,225.8545238
ENSG00000114904,NEK4,0.116957234,0.385621371,0.685601769,11.31,38.37,47.63,52.37,55.27,35.63,33.11,38.26,53.1,45.1,59.66,14.26,42.49,21.69,41.93,41.32,21.79,40.46,13.83,10.67,29.02,10.37,5.62,40.38,24.44,18.37,12.79,33.86,43.40833333
