,gene_symbol,log2fold.FLU_vs_HC,p.FLU_vs_HC,p.adj.FLU_vs_HC,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,HC_13,HC_14,FLU_1,FLU_2,FLU_3,FLU_4,FLU_5,FLU_6,FLU_7,FLU_8,FLU_9,FLU_10,FLU_11,FLU_12,FLU_13,FLU_14,mean
ENSG00000023516,AKAP11,0.3551608,0.143113257,0.273935466,785.02,1028.01,920.11,944.31,931.39,953.63,847.47,944.18,1028.35,924.99,896.86,850.8,955.87,791.86,679.01,882.16,656.46,794.08,619.65,540.12,549.55,683.12,698.82,864.05,764.23,973.72,713.05,510.44,793.3052381
ENSG00000113845,TIMMDC1,0.867488504,0.02235166,0.069634642,621.28,692.67,504.09,377.18,628.39,543.33,581.55,629.12,601.96,534.74,543.48,557.72,506.21,568.31,605.97,499.78,392.13,629.7,470.27,841.13,347.33,662.39,909.73,664.42,491.29,620.98,462.04,413.87,526.0554762
ENSG00000113851,CRBN,0.503218358,0.00383412,0.017797055,464.51,394.71,422.79,436.41,457.3,432.74,452.06,463.51,484.58,390.26,320.42,397.99,433.63,411.19,476.12,482.73,503.96,489.35,367.92,251.91,334.63,400.13,344.49,451.83,404.11,391.94,567.56,259.61,406.5990476
ENSG00000113916,BCL6,3.414434494,1.76E-07,6.45E-06,866.31,941.15,963.47,902.09,925,939.2,822.04,1244.1,1318.3,1014.51,867.73,904.27,745.65,670.66,961.7,978.58,396.49,1322.63,473.04,1103.71,304.7,1113.3,1183.92,1046.15,974.44,1268.9,1742.65,401.33,866.1597619
ENSG00000243335,KCTD7,0.313852347,0.018849047,0.061195243,346.06,308.95,307.61,299.56,322.19,303.72,280.95,329.2,331.08,253.63,267.52,266.68,307.31,288.2,361.15,277.44,274.49,288.3,282.16,170.79,204.04,244.64,234.82,317.73,228.13,227.81,239.81,295.98,278.1866667
ENSG00000113971,NPHP3,0.010519435,0.982249361,0.990278522,13282.66,10982.66,12899.11,9660.24,11193.53,11689.57,12799.95,9917.42,7047.99,10185.12,9746.61,10191.96,10243.03,12076.37,13009.39,8624.88,15432.53,10281.34,18061.12,16922.92,18819.04,11681.41,23056.88,10467.6,7553.52,14387.8,10836.38,7220.15,12563.03095
ENSG00000114021,NIT2,0.011289216,0.984354094,0.991512819,15.1,10.99,5.42,15.66,31.98,22.44,33.53,12.12,8.03,17.27,20.7,30.46,19.8,23.34,28.4,17.71,10.17,17.7,16.6,25.62,20.86,38.35,66.09,22.1,26.89,34.29,19.19,28.85,21.88142857
ENSG00000023572,GLRX2,0.282271493,0.323218734,0.489936361,4.65,1.1,0,5.45,2.4,5.61,2.31,5.05,1,1.57,0.77,3.38,1.89,2.69,1.35,1.97,0,0,5.53,4.27,0.91,1.04,8.44,2.29,4.07,8.57,9.59,1.25,2.895952381
ENSG00000114026,OGG1,1.08064775,1.29E-08,8.01E-07,3223.7,2017.54,3952.8,2314.13,2727.83,2150.87,3830.39,2230.69,1443.71,1211.6,2250.57,1505.31,1220.75,2248.1,5959.59,1439.67,3690.39,9621.29,8650.2,36162.14,4877.06,8113.44,12966.86,1934.58,3684.29,4645.69,21106.81,2204.8,5231.329762
ENSG00000114030,KPNA1,0.478735319,0.077778413,0.176549113,570.19,613.51,567.78,614.11,680.36,624.27,610.46,634.17,632.06,570.86,630.1,581.41,599.54,531.5,500.47,686.71,474.91,501.99,456.44,260.45,469.75,389.76,431.67,560.03,555.66,486.25,337.34,665.95,540.5252381
ENSG00000114054,PCCB,0.027919929,0.932784043,0.961419039,203.22,312.25,223.59,162.72,181.48,149.86,301.76,201.96,232.76,144.48,111.15,208.47,100.87,103.25,424.72,234.15,241.09,1803.12,1881.08,7175.21,180.46,2040.02,4386.97,623.27,655.87,1707.38,4161.57,208.19,856.6911905
ENSG00000114062,UBE3A,0.852100577,0.005510304,0.023744276,38.32,48.38,37.94,68.76,44.77,43.27,50.87,46.45,61.2,61.25,52.89,50.76,45.25,61.95,36.52,54.44,24.69,34.14,24.9,38.43,38.99,48.72,15.47,61.72,39.92,40.42,46.36,31.35,43.96119048
ENSG00000114098,ARMC8,0.980274846,4.18E-05,0.000488324,1.16,4.4,5.42,4.08,5.6,4.01,4.62,4.04,8.03,0.79,4.6,5.41,3.77,3.59,4.06,0.66,8.71,1.26,8.3,2.13,1.81,3.11,4.22,2.29,5.7,4.9,4.8,10.03,4.929761905
ENSG00000114107,CEP70,0.385536216,0.339987742,0.506700413,41.81,20.89,33.88,67.4,48.77,36.06,38.15,33.32,22.07,58.11,32.96,39.93,54.67,45.79,24.35,24.27,29.05,70.81,44.26,98.2,71.64,52.87,212.32,39.62,57.03,74.71,22.38,33.86,47.83571429
ENSG00000114120,SLC25A36,0.940641374,0.000436338,0.003175971,462.19,565.13,453.96,450.71,449.31,570.57,400.03,556.41,674.2,519.82,466.83,492.07,447.77,386.95,455.83,586.36,710.19,496.93,575.39,377.87,434.38,445.74,369.8,597.36,518.18,467.88,569.16,1077.32,511.6195238
ENSG00000114124,GRK7,0.064146546,0.920057901,0.954267026,332.12,302.36,360.45,364.24,331.78,350.2,313.32,605.89,557.82,299.17,248.36,267.35,257.35,190.33,407.14,571.93,275.94,689.13,251.73,298.88,138.75,296.47,411.98,594.32,431.82,333.15,721.04,879.16,359.6519048
ENSG00000023608,SNAPC1,0.067305295,0.862199377,0.918632948,20.9,10.99,14.91,18.38,15.19,12.02,15.03,5.05,10.03,5.5,14.56,14.21,14.14,8.98,6.76,9.18,11.62,6.32,5.53,4.27,14.51,12.44,12.65,19.05,18.74,23.27,4.8,23.83,12.62785714
ENSG00000114126,TFDP2,0.121215157,0.588951036,0.726339519,5215.29,3452.35,3983.97,3213.5,4230.05,2892.14,5267.51,3344.52,2231.28,3180.93,3437.95,4139.59,3103.26,4984.61,3872.52,3197.44,4799.97,4224.57,8204.82,8821.18,6478.57,8938.57,8345.08,2408.51,3408.09,3784.65,6307.1,1802.22,4785.014048
ENSG00000114127,XRN1,0.560874594,0.011736001,0.042645052,98.71,108.85,93.5,101.44,119.12,112.19,72.84,135.32,122.4,130.35,114.98,150.94,139.51,122.1,77.1,148.23,46.47,58.17,52.56,21.35,57.13,16.59,22.5,179.82,83.92,47.77,35.17,240.8,87.97285714
ENSG00000100201,DDX17,0.223242828,0.463870206,0.621777302,1.16,1.1,0,2.04,2.4,0.8,2.31,4.04,4.01,0,2.3,0,0,2.69,0,2.62,1.45,1.26,0,2.13,0,0,0,3.05,2.44,1.22,1.6,0,1.644047619
ENSG00000114204,SERPINI2,0.624020274,0.202669115,0.351504246,6139.66,5677.69,6059.97,6704.1,6411.04,5826.75,8033.07,6203.31,6084.85,6086.26,6008.94,5043.18,5176.19,4909.2,6826.61,4883.72,8239.11,7600.68,8962.79,5381.94,4106.24,9957.55,6265.49,5221.61,4619.62,4566.08,12048.24,5382.82,6155.486429
ENSG00000114209,PDCD10,1.18783663,0.008602898,0.03356186,1894.04,1703.09,1715.54,1717.72,1550.19,1560.27,1722.69,1930.77,1662.42,1594.79,1621.24,1749.65,1886.28,1836.91,1740.81,1673.16,1633.88,1541.38,1560.19,1300.12,1620.55,1688.62,1332.96,1613.04,1546.39,1507.74,1187.88,1671.78,1639.896667
ENSG00000114268,PFKFB4,1.484953196,0.03384629,0.095362109,4.65,6.6,6.78,12.94,4.8,8.82,11.56,4.04,8.03,7.85,4.6,4.74,6.6,8.98,0,5.25,2.9,11.38,5.53,6.4,13.6,10.37,8.44,4.57,2.44,6.12,1.6,3.76,6.560238095
ENSG00000114316,USP4,0.124685544,0.639730666,0.764541679,6.97,8.8,20.33,7.49,4.8,6.41,10.41,9.09,10.03,14.13,11.5,12.86,16.03,14.36,12.17,17.05,7.26,8.85,2.77,0,8.16,2.07,4.22,11.43,7.33,2.45,1.6,15.05,9.571666667
ENSG00000023697,DERA,0.192874472,0.62377446,0.752302966,519.09,512.36,558.3,609.34,687.55,571.38,554.96,454.42,496.62,644.67,637,621.35,692.86,673.35,324.63,554.88,505.41,441.3,445.37,301.01,635.7,438.48,371.2,432.78,495.37,407.86,249.41,516.71,527.2430952
ENSG00000114331,ACAP2,0.707726254,0.058008114,0.142309702,75.48,28.59,59.62,61.27,75.15,75.33,63.59,82.81,64.21,108.36,54.42,45.35,87.67,91.58,17.58,94.45,81.33,40.46,22.13,8.54,25.39,9.33,16.87,66.29,61.92,29.4,36.77,57.69,49.0847619
ENSG00000243364,EFNA4,-1.601348634,0.000666248,0.004426527,190.45,238.59,222.23,246.46,183.08,217.97,190.77,236.3,260.85,157.04,150.24,182.07,155.54,114.92,246.17,239.4,220.76,197.26,276.63,100.34,148.72,218.72,163.11,264.39,197.98,197.19,187.05,416.38,207.6459524
ENSG00000114346,ECT2,0.292214513,0.025106718,0.075992971,214.84,203.4,203.26,178.38,236.65,174.7,215.05,244.38,253.83,230.07,209.27,315.41,283.74,205.6,262.41,285.31,133.62,252.89,193.64,119.55,147.82,186.59,174.35,261.35,352.79,200.87,163.07,265.88,203.9521429
ENSG00000114354,TFG,0.652115461,0.015286003,0.052221266,3186.54,2921.31,3578.79,3001.76,3748.76,2923.39,3582.97,2367.01,2052.7,2863.7,3506.94,2861.71,2946.78,4150.55,2294.02,2290.35,4310.54,2796.99,4284.99,3669.8,5186.3,3278.75,3959.52,1848.48,2233.22,2960.36,2054.4,1502.47,3209.524524
ENSG00000114378,HYAL1,0.630150738,0.106899783,0.222185887,4.65,15.39,2.71,8.17,7.2,4.81,3.47,8.08,13.04,7.07,6.9,6.09,14.14,8.98,2.71,11.15,2.9,1.26,0,0,7.25,2.07,1.41,5.33,0.81,2.45,0,23.83,5.823809524
ENSG00000114388,NPRL2,0.978494027,0.304298366,0.469098565,30.19,18.69,21.68,38.13,26.38,44.88,31.22,36.35,13.04,28.27,21.46,21.66,49.02,35.91,9.47,28.2,18.88,7.59,8.3,8.54,16.32,14.51,7.03,23.62,38.29,11.02,15.99,31.35,21.0202381
ENSG00000114395,CYB561D2,2.29027582,3.02E-11,6.03E-09,2156.49,3351.2,3653.32,4502.3,3795.13,4089.39,3907.85,4117.03,3601.75,4046.25,3622.69,3160.87,2349.13,3123.46,2522.61,3669.67,1725.38,2769.17,868.62,1071.69,1272.32,1064.58,980.04,4609,3243.51,2136.06,5650.01,1931.39,2722.624762
ENSG00000114405,C3orf14,0.373136631,0.017905798,0.058903159,5.81,5.5,5.42,1.36,5.6,4.81,5.78,6.06,14.05,9.42,3.83,6.77,10.37,4.49,0,6.56,0,0,2.77,0,2.72,3.11,1.41,10.67,6.52,0,3.2,5.02,4.381904762
ENSG00000114480,GBE1,0.26749491,0.614899702,0.745627779,20.9,15.39,13.55,16.34,13.59,14.42,23.12,17.17,21.07,23.56,31.43,23.01,14.14,29.63,18.94,29.51,33.4,58.17,52.56,34.16,48.06,22.81,14.06,14.48,24.44,28.17,23.98,36.37,25.80357143
ENSG00000114491,UMPS,0.341711684,0.162389043,0.300311859,1961.39,1739.37,2711.54,2847.22,2154.6,2589.22,2328.53,2578.06,1836.99,2255.16,2066.6,2094.84,1960.75,2287.61,1850.37,1934.2,1693.42,2621.23,1051.19,1479.45,1787.41,2787.41,1192.36,2242.4,2344.03,2221.8,5076.06,1369.53,2066.255714
ENSG00000175662,TOM1L2,0.208169487,0.506202383,0.659335581,9.29,9.9,14.91,8.85,4.8,3.21,2.31,10.1,5.02,3.93,8.43,6.77,8.48,10.77,9.47,3.94,8.71,2.53,0,2.13,10.88,0,1.41,6.1,1.63,2.45,6.4,25.08,6.025952381
ENSG00000114503,NCBP2,0.824523621,0.000780381,0.005043004,45.29,82.46,67.75,98.72,40.77,48.08,46.25,20.2,56.18,45.54,52.89,20.98,32.99,74.52,37.87,29.51,81.33,24.02,66.39,40.56,58.95,66.34,14.06,16,43.18,56.34,46.36,7.52,52.89357143
ENSG00000114520,SNX4,0.095575663,0.869233023,0.923490607,2.32,5.5,2.71,9.53,4.8,7.21,8.09,8.08,6.02,7.07,7.67,10.83,4.71,8.08,6.76,8.53,0,3.79,5.53,0,6.35,5.18,1.41,2.29,12.22,0,6.4,8.78,5.936190476
ENSG00000114541,FRMD4B,-1.54369506,0.00477328,0.021248316,821.02,935.65,856.42,697.85,768.3,782.94,865.97,1005.78,816.66,910.86,890.72,807.48,808.81,817.9,1064.5,958.25,517.03,720.74,575.39,736.52,532.32,775.37,742.41,872.43,819.64,837.77,1152.7,516.71,782.9064286
ENSG00000114544,SLC41A3,0.463379983,0.495833145,0.649971756,2.32,6.6,2.71,2.72,2.4,1.6,5.78,3.03,1,8.64,2.3,4.74,0.94,1.8,1.35,5.25,7.26,7.59,2.77,2.13,0.91,2.07,2.81,2.29,0.81,8.57,0,3.76,3.686904762
ENSG00000243389,AC012442.3,1.382962685,3.88E-08,1.96E-06,397.16,725.65,733.1,684.23,658.77,556.15,578.08,691.73,778.54,755.38,687.59,603.75,608.96,516.24,439.6,590.3,291.92,542.45,157.68,187.87,279.31,223.9,165.92,608.03,457.89,350.29,425.27,258.36,463.207381
ENSG00000114554,PLXNA1,0.710801106,0.006951943,0.028353885,26.71,131.94,20.33,14.3,11.19,106.58,23.12,34.33,18.06,20.42,50.59,23.69,26.39,18.85,56.81,13.77,216.4,11.38,30.43,96.07,157.79,20.73,54.84,10.67,15.48,12.25,14.39,42.64,62.37285714
ENSG00000114573,ATP6V1A,0.63905631,0.014273769,0.049465495,4.65,2.2,6.78,6.13,5.6,8.01,4.62,6.06,10.03,4.71,14.56,6.09,3.77,7.18,10.82,7.21,8.71,3.79,2.77,25.62,1.81,5.18,2.81,12.19,6.52,2.45,0,0,5.357857143
ENSG00000114626,ABTB1,2.267581,5.05E-07,1.44E-05,118.45,126.44,191.07,289.35,107.93,160.27,186.14,187.83,253.83,132.7,81.25,213.88,196.07,160.71,93.33,210.54,88.59,313.59,116.18,181.46,220.37,181.4,253.09,254.49,237.91,221.69,99.12,153.01,170.0992857
ENSG00000070770,CSNK2A2,0.987776187,0.000197616,0.001699166,51.1,63.77,62.33,70.13,58.36,42.47,43.93,76.75,84.27,73.03,76.65,56.86,60.33,36.81,68.98,52.47,31.95,82.19,19.36,64.05,24.49,52.87,119.52,42.67,48.88,68.59,47.96,20.07,53.01952381
ENSG00000175691,ZNF77,0.204604978,0.053106661,0.13308707,1013.79,1156.65,1119.31,1297.65,1192.83,1171.6,1151.55,1398.6,1240.05,1569.66,1186.61,1151.32,1245.26,1132.13,1362.08,1263.23,2052.15,1010.3,1228.23,821.92,1090.95,1651.3,996.91,1189.4,1326.41,1185.61,1021.61,1305.57,1235.32881
ENSG00000003756,RBM5,1.427753866,0.143804089,0.274909508,3036.73,2695.91,2844.34,2385.61,2705.44,2705.42,3345.96,2750.74,2713.85,2491.51,2239.84,2269.47,2412.29,2566.82,3698.03,2620.91,3243.07,2960.1,5153.6,4378.57,2164.66,2970.89,3695.18,2530.42,2734.29,2743.57,3763.48,1339.43,2928.664048
ENSG00000114648,KLHL18,0.438418244,0.06254077,0.150631305,229.93,285.86,256.11,260.76,259.83,272.47,255.51,287.8,262.86,281.11,267.52,244.34,262.06,232.53,146.08,291.87,122,238.98,102.35,100.34,130.59,162.75,106.86,246.11,197.17,193.52,195.05,111.62,203.2216667
ENSG00000114654,EFCC1,0.35694038,0.448356023,0.60909225,16.26,9.9,17.62,21.11,18.39,15.23,19.65,9.09,16.05,16.49,17.63,15.57,19.8,26.04,9.47,13.12,29.05,16.44,8.3,10.67,27.21,16.59,4.22,7.62,6.52,20.82,7.99,8.78,16.33285714
ENSG00000114656,KIAA1257,0.114692491,0.217280854,0.370042758,389.03,391.41,574.56,421.43,440.51,453.57,391.94,518.04,491.6,506.47,501.32,475.82,438.34,428.25,307.04,479.45,162.66,280.71,88.52,100.34,190.44,152.38,149.04,476.98,336.49,181.27,236.62,166.8,322.1659524
ENSG00000114670,NEK11,0.419965415,0.118044908,0.238847289,305.42,249.58,250.69,241.01,308.6,267.66,283.26,265.58,296.97,277.97,305.85,364.82,287.51,321.41,200.19,252.52,238.18,211.17,102.35,96.07,258.45,118.17,140.61,210.3,184.13,106.56,159.88,210.7,230.5683333
ENSG00000175701,MTLN,0.130479977,0.343782793,0.510185723,16889.58,14139.26,14824.69,13948.09,17602.17,12063.81,17791.14,11887.57,10308.63,14860.33,18144.87,19199.43,16093.22,21349.8,14770.48,13712.58,19072.09,19300.74,21975.42,23769.36,33829.28,17939.34,32716.65,10230.63,15649.66,14880.17,16153.85,11980.91,18056.55405
ENSG00000114698,PLSCR4,1.032931675,0.006862335,0.028081811,1573.53,1283.09,1870.03,1906.99,1726.88,2211.78,1841.78,1325.89,1097.58,1635.62,1530.02,1488.39,1391.38,1847.68,1224.11,1284.22,1587.4,1837.26,1773.19,2070.8,2119.32,2328.2,2779.82,1376.07,1598.53,1731.88,3443.73,689.78,1757.353095
ENSG00000114735,HEMK1,0.001873601,0.997186679,0.998427347,75.48,75.86,82.66,51.74,49.57,52.09,70.53,116.13,118.39,54.97,31.43,28.43,42.42,54.77,50.05,87.89,59.55,42.99,44.26,147.3,30.83,29.02,106.86,120.39,97.77,106.56,55.96,92.81,66.16238095
ENSG00000023902,PLEKHO1,1.503543085,1.77E-05,0.000242609,11.61,14.29,6.78,8.85,10.39,3.21,4.62,13.13,4.01,8.64,5.37,8.12,13.2,12.57,4.06,4.59,7.26,7.59,0,4.27,9.07,6.22,1.41,5.33,4.07,4.9,3.2,37.62,8.474285714
ENSG00000114737,CISH,0.917786015,0.017074865,0.056869467,7398.48,4618.9,6461.07,4594.22,6583.72,4733.69,7976.41,5425.75,3264.65,5398.4,5141.98,5778.24,4636.98,7293.77,6323.44,5055.56,4811.59,7180.88,7964.15,16457.52,7507.84,11539.39,15378.29,4324.8,8018.74,8388.7,14417.6,1862.42,7035.755952
ENSG00000114738,MAPKAPK3,0.03229513,0.954211552,0.97453325,653.8,655.29,546.1,683.55,534.85,599.42,543.4,640.22,697.27,625.04,538.11,527.26,616.5,553.95,715.53,649.98,694.22,670.16,738.6,512.36,669.26,752.57,622.89,650.7,652.61,745.91,946.46,839.03,655.8742857
ENSG00000114742,WDR48,0.387113835,0.367519159,0.533705823,2402.68,1794.34,2093.62,1613.56,2237.75,1690.09,2404.83,1737.9,1522.97,1553.17,1736.99,1892.46,1575.2,2282.22,1922.06,1523.62,1378.27,2561.8,2199.2,3962.27,2209.1,2498.2,3796.41,1437.79,1978.21,2387.15,2164.72,654.67,2015.786429
ENSG00000114757,PEX5L,0.106536895,0.842450491,0.906517844,4.65,5.5,1.36,6.81,5.6,4.81,2.31,6.06,8.03,4.71,3.07,2.71,6.6,0,1.35,5.25,2.9,1.26,0,8.54,0.91,1.04,2.81,9.14,1.63,3.67,3.2,15.05,3.58547619
ENSG00000175707,KDF1,0.36473499,0.359232341,0.525801481,3.48,1.1,9.49,6.81,7.2,4.01,1.16,10.1,15.05,7.85,9.2,12.86,14.14,3.59,8.12,15.09,1.45,3.79,0,2.13,8.16,4.15,1.41,12.19,9.78,1.22,1.6,1.25,6.654285714
ENSG00000114770,ABCC5,0.240312437,0.393395714,0.558644577,881.41,1431.52,1444.53,2396.51,1395.89,1641.2,1144.61,1242.08,2645.63,1076.54,2068.9,1358.43,1446.05,853.81,2541.55,777.22,1158.96,1444.02,1278.03,1018.32,1037.44,2254.6,2452.2,1210.73,1755.78,4299.07,5490.14,1329.4,1731.741429
ENSG00000170917,NUDT6,0.202969253,0.096991144,0.20700447,2870.67,2607.96,2920.22,2663.39,4173.29,3253.56,3976.07,3100.14,3079.05,2566.89,3356.7,2938.19,2778.98,3363.18,4282.36,2283.79,1812.52,2609.85,2691.6,1778.33,2507.45,1930.14,2332.69,2181.45,2818.21,3157.55,1446.88,1220.29,2717.301905
ENSG00000114779,ABHD14B,0.733416161,0.181043143,0.324328558,218.32,330.94,254.76,630.45,398.94,324.55,256.67,179.75,300.98,402.03,342.65,290.37,345.02,193.03,270.52,171.19,258.52,304.74,309.82,181.46,510.56,208.36,468.22,203.44,543.44,464.2,836.15,372.48,361.9214286
ENSG00000023909,GCLM,0.616087587,0.007585141,0.030458843,479.61,601.41,607.08,603.21,562.03,667.54,596.58,587.71,616.01,689.42,671.49,635.56,593.88,520.73,388.2,670.97,515.58,429.92,362.38,262.59,383.6,343.11,230.6,854.9,505.96,497.27,321.35,529.25,510.5188095
ENSG00000114796,KLHL24,1.522909385,0.000331,0.002554043,1559.59,1581.05,1318.5,1659.17,1339.13,1690.09,1298.38,1616.72,1778.8,1645.83,1621.24,1499.22,1910.79,1467.91,1103.73,1607.57,965.8,1016.63,525.6,326.63,798.03,692.45,539.93,1597.8,1273.45,890.43,724.24,970.71,1196.012381
ENSG00000114805,PLCH1,0.393462836,0.265126951,0.425763859,70.84,179.21,101.63,133.44,89.54,155.47,90.18,57.56,66.22,76.95,108.08,58.89,107.46,93.37,114.97,61.65,515.58,116.33,157.68,243.37,428.94,31.1,82.96,43.43,50.51,42.87,79.94,119.14,128.837619
ENSG00000114812,VIPR1,0.807242457,0.008128368,0.032056617,69.68,109.95,112.47,119.14,95.94,116.2,98.27,131.28,113.37,106,147.18,134.69,105.58,91.58,105.5,159.38,95.85,79.66,63.62,61.91,80.71,62.2,63.27,97.53,122.21,56.34,47.96,163.04,97.60190476
ENSG00000114841,DNAH1,0.733714933,0.035442368,0.098639185,688.64,595.92,544.75,459.56,653.98,552.94,797.76,677.59,583.9,557.51,554.98,815.6,512.81,743.38,952.24,778.53,509.77,656.26,639.01,1146.41,857.88,911.17,1761.82,793.18,550.77,790,345.33,610.77,691.1042857
ENSG00000175711,B3GNTL1,2.064119051,1.42E-10,2.12E-08,1811.59,1906.49,2174.92,2162.98,1877.98,2064.33,1751.6,1706.59,1890.17,1959.13,1823.61,1618.34,1775.04,1762.39,1586.61,1648.24,1767.49,1502.18,1496.56,1310.79,1685.84,1414.95,1785.72,1655.71,1312.56,1444.05,1720.26,1799.71,1729.263333
ENSG00000114850,SSR3,0.40567785,0.325944927,0.492618919,104.51,175.92,159.9,196.76,158.3,114.6,135.27,123.2,192.63,220.65,172.47,134.69,150.83,122.1,144.73,156.1,97.31,106.21,102.35,138.76,85.24,49.76,49.21,135.63,124.66,75.94,78.34,127.92,128.4940476
ENSG00000243404,RPL35AP32,2.04263896,1.68E-09,1.59E-07,0,5.5,1.36,0,0,4.01,1.16,2.02,0,2.36,1.53,6.77,5.66,3.59,2.71,5.25,2.9,0,0,0,0.91,0,0,3.81,4.07,0,0,11.29,2.248809524
ENSG00000114853,ZBTB47,1.467803544,6.91E-06,0.000115118,4.65,0,0,0.68,0.8,1.6,0,1.01,1,0.79,0,1.35,0.94,0.9,2.71,0.66,0,0,0,0,0.91,2.07,2.81,1.52,0,0,0,1.25,0.915714286
ENSG00000114854,TNNC1,0.514843529,0.020370182,0.064866195,3190.02,2756.39,2738.64,2652.5,2902.11,2638.11,2882.33,2625.53,2045.67,2958.72,2896.77,3196.75,3186.22,3601.99,3083.95,2634.69,3444.94,3460.83,3092.71,2975.97,4357.43,2968.81,4166.21,2186.02,2990.12,2810.93,2378.95,3324.76,3107.479048
ENSG00000114857,NKTR,0.056053668,0.713984883,0.818963017,3860.08,3310.52,3784.77,3530.08,4604.21,3144.57,3785.3,2761.85,2323.58,3660.71,4493.48,4507.12,3683,5555.62,2974.39,2571.07,4937.95,4544.47,5482.79,6737.57,8265.97,6549.22,9242.16,2191.35,3604.44,3773.63,4498.91,2715.24,4575.519048
ENSG00000024048,UBR2,0.537715435,0.323819842,0.490420227,351.87,260.58,256.11,304.33,297.41,258.84,240.48,372.62,348.14,264.62,199.3,333.69,324.28,211.88,320.57,338.44,206.23,297.15,262.8,147.3,241.22,209.39,151.86,394.69,297.38,279.26,119.91,673.48,274.8847619
ENSG00000114867,EIF4G1,-1.273169798,0.003267957,0.01567159,8.13,7.7,2.71,9.53,6.4,8.82,0,8.08,4.01,12.56,3.83,2.71,11.31,11.67,10.82,7.21,7.26,2.53,11.07,12.81,3.63,18.66,1.41,3.81,6.52,7.35,7.99,10.03,7.913095238
ENSG00000114904,NEK4,0.106740365,0.470666999,0.627198787,45.29,68.17,78.6,83.74,62.36,56.9,57.81,72.71,78.26,103.65,57.49,53.47,62.22,49.38,41.93,41.32,21.79,40.46,13.83,10.67,29.02,10.37,5.62,40.38,24.44,18.37,12.79,33.86,43.40833333
ENSG00000243406,MRPS31P5,0.269385539,0.033641387,0.094888609,1766.3,1460.1,1402.52,1190.08,1108.88,1395.18,1241.73,1313.77,1186.87,1095.38,1442.64,1277.21,1340.47,1448.16,1363.43,1410.81,2345.52,1528.73,1416.34,3035.75,1884.44,1151.66,1546.69,1302.16,1060.8,815.72,1801.8,1326.89,1442.844524
ENSG00000114933,INO80D,0.530292055,0.23087388,0.386094172,228.77,246.28,258.82,266.2,283.02,264.45,223.14,276.69,239.78,303.88,357.21,220.65,247.92,250.49,193.42,251.86,152.5,107.48,124.48,34.16,145.1,81.89,39.37,224.01,180.06,127.38,84.73,136.7,190.8864286
ENSG00000114948,ADAM23,0.704000454,0.129631955,0.255552484,472.64,388.11,444.47,360.84,347.77,387.06,337.6,345.36,393.28,343.14,392.47,372.27,333.7,349.25,394.96,343.03,377.61,366.69,376.22,685.29,343.7,476.83,604.61,332.97,322.64,469.1,340.54,211.95,389.7054762
ENSG00000114956,DGUOK,1.348526052,0.070796239,0.164662639,99.87,129.74,119.25,179.74,98.34,117,129.49,92.9,143.47,146.84,128.01,92.73,99.92,83.5,96.04,95.1,106.02,96.1,110.65,72.58,84.34,180.37,66.09,79.24,91.25,127.38,185.46,137.96,111.0921429
ENSG00000024422,EHD2,0.04515155,0.562030544,0.705010629,704.89,581.62,574.56,660.4,502.07,622.66,563.05,679.61,632.06,453.86,415.47,467.02,380.84,411.19,565.39,793.62,694.22,462.79,658.38,322.36,486.98,485.13,416.2,713.18,566.25,522.99,543.58,1057.25,574.1061905
ENSG00000114978,MOB1A,-1.011193645,0.002964323,0.014518307,341.41,297.96,265.6,330.88,267.83,318.94,241.64,433.21,529.73,133.49,140.28,181.39,143.29,79.9,423.37,431.57,347.11,418.54,398.35,384.27,106.1,360.74,306.53,502.12,360.93,383.36,549.97,709.85,311.2661905
ENSG00000114982,KANSL3,0.353373166,0.226971113,0.381744607,166.06,491.47,323.87,479.98,494.08,169.89,250.89,431.19,471.54,1106.38,456.86,422.35,359.16,366.3,163.67,365.33,239.64,533.6,221.3,168.65,180.46,61.16,52.02,262.11,259.9,134.73,60.75,363.7,305.9397619
ENSG00000114999,TTL,1.074815159,6.95E-05,0.000731177,3399.05,3131.31,3361.98,2422.38,2760.61,3732.78,2327.37,3464.68,3380.03,2527.63,2743.46,3803.2,3476.56,3144.11,2127.65,4726.3,2473.33,1303.66,1065.02,256.18,2086.67,553.54,385.27,4122.88,2502.9,783.88,615.52,5831.81,2528.30381
ENSG00000115020,PIKFYVE,0.03302813,0.930480639,0.959851683,1299.47,1046.7,1399.81,1491.01,1637.34,1279.79,1380.47,993.66,1051.43,1497.42,1145.98,1396.33,1334.82,1774.96,1613.66,1026.46,1257.72,1669.09,1773.19,1379.11,2399.54,2128.13,2304.56,1046.91,1152.87,1533.46,1183.08,810.18,1507.771667
ENSG00000115042,FAHD2A,0.651055211,0.002768731,0.013740677,339.09,288.06,333.35,328.84,313.4,351.8,292.51,334.25,336.1,378.48,338.05,352.64,419.49,300.76,294.87,394.84,408.11,312.32,254.5,192.14,331.91,209.39,146.23,364.97,285.98,238.84,211.04,607.01,318.2069048
